turntid;dyadid;experimenttype;INTERFACEUSED;TURNTYPE;Sender;Text;Deletes1;Deletes2;TimestampReceived;Duration;GameNo;MazeID;Translation;;;;;;;;;;;;;;;;;;;;;;
2509;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;d;;;1,59042E+12;0;4;9;d;;;;;;;;;;;;;;;;;;;;;;
2510;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;u;;;1,59042E+12;0;4;9;u;;;;;;;;;;;;;;;;;;;;;;
2514;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; de linker;;;1,59042E+12;1876;4;9;the left;;;;;;;;;;;;;;;;;;;;;;
2522;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;mnu?;;;1,59042E+12;1593;4;9;mnu?;;;;;;;;;;;;;;;;;;;;;;
2526;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;JaIs dit die van jouw?;;;1,59042E+12;6816;4;9;Yes Is this yours?;;;;;;;;;;;;;;;;;;;;;;
2531;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ja;;;1,59042E+12;128;4;9;Yes;;;;;;;;;;;;;;;;;;;;;;
2532;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;b;;;1,59042E+12;0;4;9;b;;;;;;;;;;;;;;;;;;;;;;
2533;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;b;;;1,59042E+12;0;4;9;b;;;;;;;;;;;;;;;;;;;;;;
2534;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59042E+12;0;4;9;e;;;;;;;;;;;;;;;;;;;;;;
2535;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;en;;;1,59042E+12;72;4;9;and;;;;;;;;;;;;;;;;;;;;;;
2536;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n ;;;1,59042E+12;134;4;9;n;;;;;;;;;;;;;;;;;;;;;;
2537;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;4;9; ;;;;;;;;;;;;;;;;;;;;;;
2538;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;j;;;1,59042E+12;0;4;9;j;;;;;;;;;;;;;;;;;;;;;;
2539;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;b;;;1,59042E+12;0;4;9;b;;;;;;;;;;;;;;;;;;;;;;
2540;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e ;;;1,59042E+12;95;4;9;e;;;;;;;;;;;;;;;;;;;;;;
2541;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ij;;;1,59042E+12;148;4;9;ij;;;;;;;;;;;;;;;;;;;;;;
2542;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59042E+12;0;4;9;e;;;;;;;;;;;;;;;;;;;;;;
2543;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;4;9; ;;;;;;;;;;;;;;;;;;;;;;
2544;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r;;;1,59042E+12;0;4;9;r;;;;;;;;;;;;;;;;;;;;;;
2545;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;m;;;1,59042E+12;0;4;9;m;;;;;;;;;;;;;;;;;;;;;;
2546;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59042E+12;0;4;9; ;;;;;;;;;;;;;;;;;;;;;;
2547;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ij;;;1,59042E+12;167;4;9;ij;;;;;;;;;;;;;;;;;;;;;;
2548;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;a;;;1,59042E+12;0;4;9;a;;;;;;;;;;;;;;;;;;;;;;
2549;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n doel;;;1,59042E+12;623;4;9;one goal;;;;;;;;;;;;;;;;;;;;;;
2552;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;lkun je naar de tweede rij de derde?;;;1,59042E+12;8822;4;9;can you go to the second row the third?;;;;;;;;;;;;;;;;;;;;;;
2559;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ja??;;;1,59042E+12;624;4;9;Yes??;;;;;;;;;;;;;;;;;;;;;;
2569;0004;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59042E+12;0;4;9;CORRECT;;;;;;;;;;;;;;;;;;;;;;
2570;0004;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59042E+12;0;4;9;CORRECT;;;;;;;;;;;;;;;;;;;;;;
2591;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ik bern er;;;1,59042E+12;1985;5;0;I bern there;;;;;;;;;;;;;;;;;;;;;;
2592;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;hahaoki ik heb tweede onder middelste;;;1,59042E+12;13007;5;0;hahaoki i have second under middle;;;;;;;;;;;;;;;;;;;;;;
2593;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ik ook;;;1,59042E+12;915;5;0;me too;;;;;;;;;;;;;;;;;;;;;;
2594;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;oh ;;;1,59042E+12;1513;5;0;Oh;;;;;;;;;;;;;;;;;;;;;;
2595;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;m;;;1,59042E+12;0;5;0;m;;;;;;;;;;;;;;;;;;;;;;
2596;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59042E+12;0;5;0;i;;;;;;;;;;;;;;;;;;;;;;
2597;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;a;;;1,59042E+12;0;5;0;a;;;;;;;;;;;;;;;;;;;;;;
2598;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;k;;;1,59042E+12;0;5;0;k;;;;;;;;;;;;;;;;;;;;;;
2599;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;a;;;1,59042E+12;0;5;0;a;;;;;;;;;;;;;;;;;;;;;;
2600;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; k;;;1,59042E+12;102;5;0;k;;;;;;;;;;;;;;;;;;;;;;
2601;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r ;;;1,59042E+12;95;5;0;r;;;;;;;;;;;;;;;;;;;;;;
2602;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;an;;;1,59042E+12;81;5;0;an;;;;;;;;;;;;;;;;;;;;;;
2603;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59042E+12;0;5;0;i;;;;;;;;;;;;;;;;;;;;;;
2604;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2605;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k;;;1,59042E+12;0;5;0;k;;;;;;;;;;;;;;;;;;;;;;
2606;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59042E+12;0;5;0;e;;;;;;;;;;;;;;;;;;;;;;
2607;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2608;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;r;;;1,59042E+12;0;5;0;r;;;;;;;;;;;;;;;;;;;;;;
2609;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k;;;1,59042E+12;0;5;0;k;;;;;;;;;;;;;;;;;;;;;;
2610;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2611;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;a;;;1,59042E+12;0;5;0;a;;;;;;;;;;;;;;;;;;;;;;
2612;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n;;;1,59042E+12;0;5;0;n;;;;;;;;;;;;;;;;;;;;;;
2613;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59042E+12;0;5;0;n;;;;;;;;;;;;;;;;;;;;;;
2614;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59042E+12;0;5;0;i;;;;;;;;;;;;;;;;;;;;;;
2615;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2616;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59042E+12;0;5;0;e;;;;;;;;;;;;;;;;;;;;;;
2617;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59042E+12;0;5;0;e;;;;;;;;;;;;;;;;;;;;;;
2618;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;t he;;;1,59042E+12;288;5;0;t he;;;;;;;;;;;;;;;;;;;;;;
2619;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;daa;;;1,59042E+12;287;5;0;daa;;;;;;;;;;;;;;;;;;;;;;
2620;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59042E+12;0;5;0;e;;;;;;;;;;;;;;;;;;;;;;
2621;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r;;;1,59042E+12;0;5;0;r;;;;;;;;;;;;;;;;;;;;;;
2622;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n;;;1,59042E+12;0;5;0;n;;;;;;;;;;;;;;;;;;;;;;
2623;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; niet komen;;;1,59042E+12;1100;5;0;do not come;;;;;;;;;;;;;;;;;;;;;;
2624;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; hahah ik ookn;;;1,59042E+12;2305;5;0;hahah me too;;;;;;;;;;;;;;;;;;;;;;
2625;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59042E+12;0;5;0;i;;;;;;;;;;;;;;;;;;;;;;
2626;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ie;;;1,59042E+12;118;5;0;ie;;;;;;;;;;;;;;;;;;;;;;
2627;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k heb de rechternaast het midden;;;1,59042E+12;5992;5;0;I have the right next to the middle;;;;;;;;;;;;;;;;;;;;;;
2628;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik kan alleen de linker vlak doen. Dus jij moet eerst mijn poortjes openenik;;;1,59042E+12;20006;5;0;I can only do the left plane. So you have to open my gates first;;;;;;;;;;;;;;;;;;;;;;
2629;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;w;;;1,59042E+12;0;5;0;w;;;;;;;;;;;;;;;;;;;;;;
2630;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; h;;;1,59042E+12;124;5;0;h;;;;;;;;;;;;;;;;;;;;;;
2631;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;a;;;1,59042E+12;0;5;0;a;;;;;;;;;;;;;;;;;;;;;;
2632;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;eb;;;1,59042E+12;52;5;0;ebb;;;;;;;;;;;;;;;;;;;;;;
2633;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;a;;;1,59042E+12;0;5;0;a;;;;;;;;;;;;;;;;;;;;;;
2634;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2635;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r;;;1,59042E+12;0;5;0;r;;;;;;;;;;;;;;;;;;;;;;
2636;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;tw;;;1,59042E+12;82;5;0;tw;;;;;;;;;;;;;;;;;;;;;;
2637;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; z;;;1,59042E+12;116;5;0;z;;;;;;;;;;;;;;;;;;;;;;
2638;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ee;;;1,59042E+12;131;5;0;ee;;;;;;;;;;;;;;;;;;;;;;
2639;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59042E+12;0;5;0;i;;;;;;;;;;;;;;;;;;;;;;
2646;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;de van boven helemaal rechts;;;1,59042E+12;4167;5;0;the top right;;;;;;;;;;;;;;;;;;;;;;
2652;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;deze?;;;1,59042E+12;636;5;0;this one?;;;;;;;;;;;;;;;;;;;;;;
2653;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;waar was jouwne ook al weer?;;;1,59042E+12;5811;5;0;where was yours again?;;;;;;;;;;;;;;;;;;;;;;
2654;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;rec;;;1,59042E+12;246;5;0;rec;;;;;;;;;;;;;;;;;;;;;;
2655;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;d;;;1,59042E+12;0;5;0;d;;;;;;;;;;;;;;;;;;;;;;
2656;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;h;;;1,59042E+12;0;5;0;h;;;;;;;;;;;;;;;;;;;;;;
2657;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ie;;;1,59042E+12;123;5;0;ie;;;;;;;;;;;;;;;;;;;;;;
2658;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ts;;;1,59042E+12;101;5;0;ts;;;;;;;;;;;;;;;;;;;;;;
2659;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2660;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59042E+12;0;5;0; ;;;;;;;;;;;;;;;;;;;;;;
2661;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;b;;;1,59042E+12;0;5;0;b;;;;;;;;;;;;;;;;;;;;;;
2662;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;va;;;1,59042E+12;79;5;0;va;;;;;;;;;;;;;;;;;;;;;;
2663;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;a;;;1,59042E+12;0;5;0;a;;;;;;;;;;;;;;;;;;;;;;
2664;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59042E+12;0;5;0;n;;;;;;;;;;;;;;;;;;;;;;
2665;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n;;;1,59042E+12;0;5;0;n;;;;;;;;;;;;;;;;;;;;;;
2674;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; het midden;;;1,59042E+12;1594;5;0;the middle;;;;;;;;;;;;;;;;;;;;;;
2675;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;is het goed?;;;1,59042E+12;1781;5;0;is it good?;;;;;;;;;;;;;;;;;;;;;;
2676;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;nee;;;1,59042E+12;255;5;0;No;;;;;;;;;;;;;;;;;;;;;;
2677;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;rechts van het midden?;;;1,59042E+12;2606;5;0;right of the middle?;;;;;;;;;;;;;;;;;;;;;;
2680;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;vierde rij vijfde van links;;;1,59042E+12;6165;5;0;fourth row fifth from left;;;;;;;;;;;;;;;;;;;;;;
2683;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;nu?;;;1,59042E+12;1623;5;0;now?;;;;;;;;;;;;;;;;;;;;;;
2685;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ja;;;1,59042E+12;74;5;0;Yes;;;;;;;;;;;;;;;;;;;;;;
2694;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;mijn ppoortje gaat nu dicht je moet dan naar de tweede rij voen enboven* en dan helemaal rechts;;;1,59042E+12;18766;5;0;my gate closes now you have to go to the second row and above * and then to the far right;;;;;;;;;;;;;;;;;;;;;;
2695;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;jij had dtoch ook een twee onder het midden?;;;1,59042E+12;8280;5;0;you also had a two below the middle?;;;;;;;;;;;;;;;;;;;;;;
2696;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jaa;;;1,59042E+12;247;5;0;yes;;;;;;;;;;;;;;;;;;;;;;
2697;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;zijn ze open?;;;1,59042E+12;2314;5;0;are they open?;;;;;;;;;;;;;;;;;;;;;;
2711;0004;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59042E+12;0;5;0;CORRECT;;;;;;;;;;;;;;;;;;;;;;
2712;0004;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59042E+12;0;5;0;CORRECT;;;;;;;;;;;;;;;;;;;;;;
2733;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;Mee, ik heb tweede rij van onder, en dan in het middenja;;;1,59042E+12;19551;6;4;I have a second row from the bottom, and then in the middle;;;;;;;;;;;;;;;;;;;;;;
2734;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ik heb de meest rechteren de alleronderste;;;1,59042E+12;10950;6;4;I have the most righteous the very bottom;;;;;;;;;;;;;;;;;;;;;;
2735;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ok ik kan daar nie theen;;;1,59042E+12;2949;6;4;ok I can't go there;;;;;;;;;;;;;;;;;;;;;;
2736;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;welke he;;;1,59042E+12;898;6;4;which hey;;;;;;;;;;;;;;;;;;;;;;
2737;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59042E+12;0;6;4;i;;;;;;;;;;;;;;;;;;;;;;
2738;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;b ;;;1,59042E+12;143;6;4;b;;;;;;;;;;;;;;;;;;;;;;
2739;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; h;;;1,59042E+12;129;6;4;h;;;;;;;;;;;;;;;;;;;;;;
2740;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;j;;;1,59042E+12;0;6;4;j;;;;;;;;;;;;;;;;;;;;;;
2741;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59042E+12;0;6;4;e;;;;;;;;;;;;;;;;;;;;;;
2742;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59042E+12;0;6;4;i;;;;;;;;;;;;;;;;;;;;;;
2743;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;b ;;;1,59042E+12;104;6;4;b;;;;;;;;;;;;;;;;;;;;;;
2744;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;j;;;1,59042E+12;0;6;4;j;;;;;;;;;;;;;;;;;;;;;;
2745;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;bov;;;1,59042E+12;256;6;4;above;;;;;;;;;;;;;;;;;;;;;;
2746;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;?;;;1,59042E+12;0;6;4;?;;;;;;;;;;;;;;;;;;;;;;
2747;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;enste en dan erechts;;;1,59042E+12;3103;6;4;first and then right;;;;;;;;;;;;;;;;;;;;;;
2748;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;kan niet;;;1,59042E+12;782;6;4;can not;;;;;;;;;;;;;;;;;;;;;;
2758;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;vierde rij van onder en dan tweede van rechts;;;1,59042E+12;7703;6;4;fourth row from below and then second from right;;;;;;;;;;;;;;;;;;;;;;
2761;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;gaan ze open?;;;1,59042E+12;1619;6;4;do they open?;;;;;;;;;;;;;;;;;;;;;;
2764;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;gaan jouwnes open?;;;1,59042E+12;2444;6;4;will yours open?;;;;;;;;;;;;;;;;;;;;;;
2773;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;janu zijn ze weer cdicht;;;1,59042E+12;7522;6;4;In January they are closed again;;;;;;;;;;;;;;;;;;;;;;
2780;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;oki, was te snelga naar je doel;;;1,59042E+12;8014;6;4;oki, was too fast to your goal;;;;;;;;;;;;;;;;;;;;;;
2788;0004;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59042E+12;0;6;4;CORRECT;;;;;;;;;;;;;;;;;;;;;;
2789;0004;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59042E+12;0;6;4;CORRECT;;;;;;;;;;;;;;;;;;;;;;
2810;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ben er;;;1,59042E+12;473;7;11;I'm here;;;;;;;;;;;;;;;;;;;;;;
2816;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik heb rechts helemaak onderwaar heb jij?hij is open hoor;;;1,59042E+12;20831;7;11;I have a lot of love on the right, do you have it?;;;;;;;;;;;;;;;;;;;;;;
2826;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;mooiik heb linksonderli;;;1,59042E+12;12404;7;11;beautiful I have bottom left;;;;;;;;;;;;;;;;;;;;;;
2827;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59042E+12;0;7;11;i;;;;;;;;;;;;;;;;;;;;;;
2828;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59042E+12;0;7;11;n;;;;;;;;;;;;;;;;;;;;;;
2829;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;k;;;1,59042E+12;0;7;11;k;;;;;;;;;;;;;;;;;;;;;;
2830;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;k;;;1,59042E+12;0;7;11;k;;;;;;;;;;;;;;;;;;;;;;
2831;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;7;11; ;;;;;;;;;;;;;;;;;;;;;;
2832;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;er;;;1,59042E+12;45;7;11;there;;;;;;;;;;;;;;;;;;;;;;
2833;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;mo;;;1,59042E+12;143;7;11;mo;;;;;;;;;;;;;;;;;;;;;;
2834;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r;;;1,59042E+12;0;7;11;r;;;;;;;;;;;;;;;;;;;;;;
2835;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;et;;;1,59042E+12;161;7;11;et;;;;;;;;;;;;;;;;;;;;;;
2836;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;i;;;1,59042E+12;0;7;11;i;;;;;;;;;;;;;;;;;;;;;;
2837;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;7;11; ;;;;;;;;;;;;;;;;;;;;;;
2838;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;j;;;1,59042E+12;0;7;11;j;;;;;;;;;;;;;;;;;;;;;;
2839;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ergens rechts zijn;;;1,59042E+12;2799;7;11;be right somewhere;;;;;;;;;;;;;;;;;;;;;;
2846;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;rechts twweede van bovenkan die?;;;1,59042E+12;8831;7;11;on the right, second from the top?;;;;;;;;;;;;;;;;;;;;;;
2856;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;dze?;;;1,59042E+12;2075;7;11;dze?;;;;;;;;;;;;;;;;;;;;;;
2857;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;Ja;;;1,59042E+12;126;7;11;Yes;;;;;;;;;;;;;;;;;;;;;;
2858;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;oh shit nus mijne dichtik he;;;1,59042E+12;4985;7;11;oh shit nus mine close huh;;;;;;;;;;;;;;;;;;;;;;
2859;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;he;;;1,59042E+12;84;7;11;Hey;;;;;;;;;;;;;;;;;;;;;;
2860;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;b;;;1,59042E+12;0;7;11;b;;;;;;;;;;;;;;;;;;;;;;
2861;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;b;;;1,59042E+12;0;7;11;b;;;;;;;;;;;;;;;;;;;;;;
2862;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59042E+12;0;7;11; ;;;;;;;;;;;;;;;;;;;;;;
2863;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; je;;;1,59042E+12;252;7;11;you;;;;;;;;;;;;;;;;;;;;;;
2864;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;p;;;1,59042E+12;0;7;11;p;;;;;;;;;;;;;;;;;;;;;;
2865;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59042E+12;0;7;11; ;;;;;;;;;;;;;;;;;;;;;;
2866;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;oo;;;1,59042E+12;137;7;11;oo;;;;;;;;;;;;;;;;;;;;;;
2867;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59042E+12;0;7;11;n;;;;;;;;;;;;;;;;;;;;;;
2868;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;rtj;;;1,59042E+12;279;7;11;rtj;;;;;;;;;;;;;;;;;;;;;;
2869;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;o;;;1,59042E+12;0;7;11;o;;;;;;;;;;;;;;;;;;;;;;
2870;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e ;;;1,59042E+12;40;7;11;e;;;;;;;;;;;;;;;;;;;;;;
2871;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;g eentje links?;;;1,59042E+12;2008;7;11;g left one?;;;;;;;;;;;;;;;;;;;;;;
2894;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;nee ik heb rechts onderohh wacht jawel linkslinkste rij en dan tweede van boven;;;1,59042E+12;16954;7;11;no I have right bottom oh wait yes left row and then second from top;;;;;;;;;;;;;;;;;;;;;;
2897;0004;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;deze?;;;1,59042E+12;861;7;11;this one?;;;;;;;;;;;;;;;;;;;;;;
